5	WALKING_UPSTAIRS	0.2684595	-0.032526976	-0.10747145	0.9368218	-0.26594257	-0.023203536	0.07954435	0.0140130363	⋯	-0.22532784	-0.105311153	-0.6688257	-0.5016856	-0.40348639	-0.3803780	-0.25409193	-0.37861668	-0.4404451	-0.5724850
⋮	⋮	⋮	⋮	⋮	⋮	⋮	⋮	⋮	⋮	⋱	⋮	⋮	⋮	⋮	⋮	⋮	⋮	⋮	⋮	⋮
26	LAYING	0.2716459	-0.019189573	-0.10500254	-0.6213097	0.80301501	0.614523406	0.08665025	0.0124420034	⋯	-0.99041011	-0.98823865	-0.9893705	-0.9909701	-0.97749184	-0.9717890	-0.966576632	-0.98790146	-0.96613922	-0.9896280
26	SITTING	0.2582435	-0.007133645	-0.09744487	0.7829556	0.22310556	0.314387627	0.07644432	0.0069223896	⋯	-0.99329986	-0.98775459	-0.9906931	-0.9913184	-0.96948819	-0.9682667	-0.934587699	-0.98952127	-0.96365065	-0.9942098
26	STANDING	0.2811270	-0.016660831	-0.11023780	0.9654609	-0.14031542	0.088414268	0.07535782	0.0081732226	⋯	-0.99127566	-0.97735495	-0.9874281	-0.9753216	-0.98174087	-0.9773510	-0.963909299	-0.98112931	-0.96296761	-0.9833140
26	WALKING	0.2792644	-0.015425959	-0.10892701	0.9606478	-0.13392219	0.108738700	0.06523037	0.0196712144	⋯	-0.35106596	-0.27195216	-0.3965304	-0.5329996	-0.58793960	-0.4262321	-0.537183967	-0.26894847	-0.60946622	-0.6129303
26	WALKING_DOWNSTAIRS	0.2792846	-0.012625810	-0.10643962	0.9467973	-0.07990037	0.153906320	0.11147079	-0.0071316016	⋯	-0.13082590	-0.06153707	-0.3967017	-0.3981999	-0.49750634	-0.4344822	0.005749437	-0.06794108	-0.39299065	-0.4894974
26	WALKING_UPSTAIRS	0.2726914	-0.028163380	-0.12194346	0.9420953	-0.24616966	-0.001993106	0.07556453	0.0020917168	⋯	-0.34207543	-0.42005578	-0.7157269	-0.5908123	-0.59823664	-0.3620522	-0.274226227	-0.39371535	-0.56963200	-0.6698463
27	LAYING	0.2741025	-0.017986761	-0.10769973	-0.5304346	0.56787949	0.845392380	0.07662686	0.0126491089	⋯	-0.98747747	-0.98611601	-0.9899012	-0.9893823	-0.98305232	-0.9800964	-0.980296339	-0.98817486	-0.97180624	-0.9935523
27	SITTING	0.2739413	-0.015526980	-0.10552191	0.8394647	0.21294702	0.276417431	0.07790390	0.0046707242	⋯	-0.99129227	-0.98608311	-0.9892825	-0.9889846	-0.98103769	-0.9775955	-0.970885297	-0.98853165	-0.97052827	-0.9919678
27	STANDING	0.2795669	-0.016593236	-0.10783582	0.9653515	-0.18850485	-0.005574169	0.07496998	0.0122433312	⋯	-0.98860681	-0.97760558	-0.9882083	-0.9702218	-0.98185776	-0.9831050	-0.967529105	-0.98302228	-0.96540017	-0.9885791
27	WALKING	0.2768495	-0.016647878	-0.11282229	0.9447593	-0.18749703	-0.126210937	0.06843320	0.0016123029	⋯	-0.34661041	-0.06551790	-0.4179580	-0.6423491	-0.53094384	-0.2978475	-0.550392605	-0.27973202	-0.54688815	-0.6392424
27	WALKING_DOWNSTAIRS	0.2975442	-0.013556447	-0.11283769	0.9313802	-0.16693877	-0.140047614	0.09362732	0.0159869469	⋯	-0.05228113	-0.16324398	-0.4747555	-0.3909684	-0.54303325	-0.3678160	-0.071212004	-0.11362594	-0.39798420	-0.5028314
27	WALKING_UPSTAIRS	0.2657703	-0.020095332	-0.12353044	0.8680003	-0.22927866	-0.294642640	0.07347635	-0.0140229374	⋯	-0.47892337	-0.45011643	-0.6571394	-0.5742543	-0.58786947	-0.1835087	-0.468707735	-0.47301156	-0.52333598	-0.7517143
28	LAYING	0.2759135	-0.016753786	-0.10834485	-0.4903345	0.14407327	0.015757003	0.07807706	0.0059399233	⋯	-0.98220590	-0.98111747	-0.9745308	-0.9580921	-0.95755299	-0.9663120	-0.957564019	-0.97233613	-0.93167500	-0.9693198
28	SITTING	0.2769776	-0.018540444	-0.11151794	0.9073313	-0.11259673	0.135402567	0.07686716	0.0148338233	⋯	-0.97778678	-0.96399043	-0.9783278	-0.9816151	-0.95320702	-0.9615610	-0.952281424	-0.97082334	-0.95353429	-0.9783954
